sgRNA_target	locus	Gene name	Product	wmean_fitness_CO2_1percent	wmean_fitness_CO2_30percent	wmean_fitness_CO2_4percent	wmean_fitness_CO2_ambient	sd_fitness_CO2_1percent	sd_fitness_CO2_30percent	sd_fitness_CO2_4percent	sd_fitness_CO2_ambient	p_fitness_adj_CO2_1percent	p_fitness_adj_CO2_30percent	p_fitness_adj_CO2_4percent	p_fitness_adj_CO2_ambient	comb_score_CO2_1percent	comb_score_CO2_30percent	comb_score_CO2_4percent	comb_score_CO2_ambient
nc_sll0477-as	NA	NA	NA	0.18164638636407243	0.04025529774496668	-0.1816463475901705	0.018222516757246586	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0493	NA	NA	NA	0.12061387261696387	0.24543424093061197	0.0501984579427855	-0.5354999506433549	0.17822941454931368	0.20157119809590923	0.4601025006844358	0.5798437344933818	0.5813009010570092	0.39461108660491107	0.8430451718288622	0.6429067650440783	0.028416508239807493	0.0991138855899936	0.0037221732135076777	0.10273673883981924
nc_sll0497	NA	NA	NA	-3.925748255915208	-1.0071952110893385	-2.878629878300827	0.06260949724538876	3.1394975902781246	0.8907658854226974	2.203824284622649	0.14631741656978936	1	1	1	1	-0	-0	-0	-0
nc_sll0498-as	NA	NA	NA	0.04980334643363444	0.051002471337400455	-0.0075866051704463235	0.2305367098614943	0.23647910975423647	0.592161724234138	0.11140148300200481	0.18786454343164044	0.8071914100096246	0.8497182117527863	0.7654734740444954	0.6429067650440783	0.0046328800248159165	0.003607153536326519	8.805761568675297e-4	0.044228929854384896
nc_sll0502	NA	NA	NA	-3.760039516706436	-2.883803506107282	-3.415863249585003	-0.2329750350184428	2.0496681865038986	1.1795546211626118	2.148800320602483	0.28206318151122994	0.5503999179655457	0.6213822644130587	0.6107065650244625	1	0.9750596120647677	0.5959124630803179	0.7315665897368022	-0
nc_sll0503-as	NA	NA	NA	0.15389964313924898	0.22916906033558132	0.18686323325574056	0.052029262252779006	0.15491855126403412	0.1615560056344815	0.13130184581749235	0.07003073726013094	0.7993298585256889	0.8367760542520853	0.8239944734418179	0.8320415439466752	0.0149704283304035	0.017735566914316932	0.015710657349632607	0.004154796153727205
nc_sll0503-as2	NA	NA	NA	0.3991334417519545	-1.7117516421268522	0.07699756844835161	0.4041138592677201	0.298200341235097	0.36963561415516627	0.0075042649347284215	0.031266545565782414	0.7993298585256889	0.8367760542520853	0.8239944734418179	0.8320415439466752	0.038825292002844555	0.1324737542894183	0.006473624551874078	0.032270507699995316
nc_sll0505-as	NA	NA	NA	0.4268950896727481	-0.712308573435753	0.33048969517905097	-0.3917947922568314	0.06900577216520055	0.3330500875537571	0.36864482814472643	0.2940529183289302	0.7993298585256889	0.8367760542520853	0.8239944734418179	0.8320415439466752	0.041525777540397726	0.0551260992618818	0.027786152835301475	0.03128676874198973
nc_sll0505-as2	NA	NA	NA	-1.1734617149007422	-2.2048398437246357	-2.7983457190168393	-0.12487925550061355	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0505	NA	NA	NA	-3.4003593551763713	-2.4010045498793127	-3.333997044678514	-3.233774130273129	0.7548930437714592	0.8652124927389387	2.262205230273598	1.165337829159995	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.31112334801762115	2.0221088097002697	1.2442034707746823	1.7825813926428649	1.6397414286721181
nc_sll0513-as	NA	NA	NA	0.2707031072775154	-0.1598381410419002	-0.04498091093251785	-0.5585666346838926	0.08088821119077813	0.17778607306420982	0.20232970059296157	0.5410949386769788	0.3416613621896881	0.8497182117527863	1	0.40351075026311833	0.1262570477609799	0.011304564280522449	-0	0.2201561850029077
nc_sll0517	NA	NA	NA	0.33099975916251034	0.10469133286229496	0.25991706499665806	-0.02922629305498287	0.2621547512608866	0.07209101448513605	0.10364687745825327	0.1657764379535165	0.7993298585256889	0.8367760542520853	0.6107065650244625	0.9598533619456366	0.03219765862250694	0.008102141434839992	0.055665764979644615	5.200850889726002e-4
nc_sll0518-as	NA	NA	NA	-0.9485552307543916	-1.7914489136118517	-0.731893245729204	-0.7193270791171271	0.7794613592052865	1.4582452248041313	0.7036406336378157	0.5418930531024706	1	0.8497182117527863	1	0.9598533619456366	-0	0.12670035616773417	-0	0.012800504232241263
nc_sll0519	NA	NA	NA	-2.3349702099573015	-0.9040710020147876	-1.9888441418175082	-5.527820179999325	0.83758811255426735	0.12671483073713793	0.4140431458314728	0.036354162675943505	0.7993298585256889	0.8367760542520853	0.8239944734418179	0.8320415439466752	0.22713180790266763	0.06996673865157581	0.16721346564284117	0.44142401848356216
nc_sll0524-as	NA	NA	NA	0.38852417221856106	0.5263597318365809	0.18864559124727648	-0.12189735514197361	0.3331012511804116	0.47997493803314345	0.3439362542160228	0.29923949048854526	0.4455589374654123	0.6397192028985508	0.8430451718288622	0.8515515928417312	0.13640883223543837	0.1021193740035248	0.013987911090560636	0.008507098706754028
nc_sll0533	NA	NA	NA	0.33457346376179836	0.46732625515118514	-0.629780344273726	0.11832414866930233	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0535	NA	NA	NA	-0.28944629805327443	1.153733750281694	-9.961035058442028e-4	-0.6718433320945175	0.05358824654053797	0.648979818410594	0.1325544841955519	0.2158761666291823	0.5503999179655457	0.6213822644130587	1	0.6332586125530912	0.07505968855897098	0.2384088650330116	-0	0.1333064115205993
nc_sll0540-as	NA	NA	NA	0.10158898296888284	-0.08680279188631859	0.157299758054317	-0.853475957163775	0.2827383767084726	0.32111229900152816	0.16432985834962305	0.8977158363486637	0.5813009010570092	1	0.6221601446587537	0.40351075026311833	0.023934263190243547	-0	0.03241913613220592	0.33639318758668457
nc_sll0541-as	NA	NA	NA	0.0471621283055146	0.30906144040830075	-0.03795389222478168	-0.3416179535893845	0.34166008447568313	0.14076709202626617	0.03664465966320115	0.5908103521933259	1	0.8367760542520853	0.8239944734418179	1	-0	0.02391849863576694	0.0031910000990529905	-0
nc_sll0541-as3	NA	NA	NA	0.2859668802180611	0.30623749716759485	0.1743754603750602	-0.20735267384155162	0.13545443003470714	0.4358770845788263	0.14032363800341865	0.2036027617533585	0.3416613621896881	0.8497182117527863	0.6107065650244625	0.8515515928417312	0.1333761345293175	0.02165866950948763	0.0373455409539202	0.0144709428799744
nc_sll0541	NA	NA	NA	-4.411781414394573	-0.04633201075632272	-1.3409299135315902	-2.954296001756153	2.611912672975628	0.3289131694514439	0.809507465483006	1.6735401301332413	0.4455589374654123	0.6397192028985508	0.38191973815283903	0.40351075026311833	1.548953691553156	0.008988901788234083	0.5605461105616634	1.1644206737913376
nc_sll0542	NA	NA	NA	-0.026631951051055043	0.5368358080965046	-0.0792840861055012	0.10248875813759467	0.11145926762828694	0.11898284384914298	0.20013792964065624	0.11478755180121095	1	0.8367760542520853	1	0.8320415439466752	-0	0.041546129231209726	-0	0.00818423863174443
nc_sll0544-as	NA	NA	NA	1.0732889165554114e-4	0.170917876755768	0.24632753421916778	0.2578718973156744	0.13051228343884427	0.2969027008697228	0.1670951957205822	0.2811802567812888	1	0.7783497679814385	0.2919658398607485	0.5108012942519984	-0	0.018600172071677037	0.13170343977825208	0.07523361313612609
nc_sll0545	NA	NA	NA	-6.282480905719182	-2.745536247601786	-2.870110536027353	-3.4678462736607574	1.8222144694694151	1.161322867104615	0.8657718871583513	1.510018103877399	0.3416613621896881	0.39461108660491107	0.38191973815283903	0.40351075026311833	2.930175053209354	1.1087318725218804	1.1997862689296193	1.3668338894208534
nc_sll0549	NA	NA	NA	-0.6832953863157202	-1.3546018309849266	-0.5951226750416065	-0.1454260554168583	1.031252890302963	1.8516595147328627	1.025476065877573	0.07652170364918777	0.9810564520340488	1	1	0.40351075026311833	0.005675452634126466	-0	-0	0.05731893667210521
nc_sll0550	NA	NA	NA	0.18504299413791836	0.006863398020851931	0.18541131135704825	0.11283781489087781	0.08709579671319415	0.22986688273326542	0.1646854521097653	0.06404729336653392	0.5503999179655457	0.950336402266289	0.6107065650244625	0.6332586125530912	0.047985652618211194	1.5183644883207296e-4	0.03970906059093067	0.02238915453701697
nc_sll0552-as	NA	NA	NA	-0.6468570611944324	-0.7470014773387006	-0.5098881606054418	-0.5617328575827781	0.4554582054266734	0.8051112716798887	0.24326232607648615	0.5485984982420928	0.3416613621896881	0.8497182117527863	0.38191973815283903	0.7632963594994312	0.3016968061102714	0.05283173442318072	0.21314747502057854	0.06589508900957372
nc_sll0558	NA	NA	NA	-3.696767247872693	-1.9832932071982503	-4.050687717726126	-1.7349822329154465	1.848457995711726	1.0058128111916933	2.2022340501152877	0.926766806059722	0.3416613621896881	0.39461108660491107	0.38191973815283903	0.40351075026311833	1.7241875191975549	0.8009147186811344	1.6933004643704586	0.6838343820207881
nc_sll0564-as	NA	NA	NA	0.09058716331370997	0.43543730820144083	0.24166699698901506	-0.10552360458178725	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0567	NA	NA	NA	-3.414667544715777	-1.61592769356469	-3.3264607826739976	0.21977612764176435	2.1963687927535367	1.190147090061885	2.2237633964135237	0.41833474285765154	0.7993298585256889	0.950336402266289	0.9468802583726863	0.9598533619456366	0.33215824746305445	0.035748578446833164	0.07885354666151734	0.003910940285296731
nc_sll0574-as	NA	NA	NA	-0.31699646776219736	-0.6427691677564895	-0.4902833224164748	0.16103233141161002	0.5753248610909873	0.7802091836964068	0.6472441560399628	0.4310056051139731	0.9810564520340488	1	1	0.8515515928417312	0.0026329731972439597	-0	-0	0.01123829091042831
nc_sll0575-as	NA	NA	NA	0.26336037722713435	-0.03779997775267009	0.2674308753961685	0.21020130618911453	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0584-as	NA	NA	NA	0.16750089391129203	0.48376401723071283	0.2125225714798808	-0.10204240371443644	0.27577958951824383	0.4189610976375547	0.1205225478827411	0.1562377795372726	0.921179437080847	0.8367760542520853	0.6107065650244625	0.9598533619456366	0.005972372525141649	0.03743886319457912	0.04551540899025186	0.0018158557609396343
nc_sll0587-as	NA	NA	NA	0.145737836230813	0.16315752348069826	0.10387198768417183	-0.047456527532773	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0587-as2	NA	NA	NA	0.20923074441443093	0.40924490638406363	0.09052150939677822	-0.12250530467358743	0.12367731880039162	0.08165984219203679	0.06424087274439681	0.021658122474611564	0.7993298585256889	0.8367760542520853	0.8239944734418179	0.8320415439466752	0.020352703878196245	0.03167177284267551	0.007610659369026203	0.009782659730905842
nc_sll0587	NA	NA	NA	0.11202672501591238	0.19971248931667152	0.09625807484049961	0.04811412192096917	0.2116403500782186	0.32875377502997655	0.05422114011755356	0.33052289037968335	0.8071914100096246	0.8497182117527863	0.38191973815283903	1	0.010421114518145263	0.014124680494824066	0.04023856050752828	-0
nc_sll0601-as	NA	NA	NA	-0.034718645486111394	-0.14628550655452005	0.12993436639882142	-0.11629701233814371	0.19802345234286628	0.9147168761376823	0.170042253550919	0.3784074613656593	0.921179437080847	0.950336402266289	0.7654734740444954	0.8515515928417312	0.0012379198675870839	0.0032362208578546377	0.015081462978224349	0.00811625619037333
nc_sll0606	NA	NA	NA	0.11365920542944934	0.2831623090485353	0.29414750824881636	0.0477538724235867	0.24514922933069416	0.2541842685122395	0.17987577596047227	0.16712785313421183	0.6925210734560467	0.7574795371154388	0.38191973815283903	1	0.01813625916659044	0.03415761304716791	0.12296186401422568	-0
nc_sll0614	NA	NA	NA	0.37076322591162825	0.1729984527358815	-0.31432851980514265	-0.20421092731112717	0.18993064197836432	0.2631490109222314	0.33824212610514687	0.22570704499436248	0.5503999179655457	0.950336402266289	0.9468802583726863	1	0.09614692761046834	0.0038271816142755144	0.0074511380782238375	-0
nc_sll0616-as	NA	NA	NA	0.15535362246616882	0.11865338518900592	0.36251414429743906	0.044221808680754295	0.1200969379258861	0.2356060105263436	0.2207846156150819	0.2755646737222201	0.3416613621896881	0.950336402266289	0.2919658398607485	0.9598533619456366	0.0724575714287765	0.002624925524393016	0.19382469736315477	7.869319334816641e-4
nc_sll0616-as2	NA	NA	NA	0.12184085915704385	0.23755053233351034	0.050455426791758934	0.20391520242003944	0.14414055669018302	0.3959491310552649	0.26883784546287276	0.25666276550472866	0.3416613621896881	0.7783497679814385	0.8430451718288622	0.31112334801762115	0.05682708014895197	0.02585148412202389	0.0037412272363911096	0.10339875077049937
nc_sll0617-as	NA	NA	NA	0.04530460454530683	0.18782303506600367	0.22956471456271346	0.10637877387054169	0.07144169534260435	0.28297996728228825	0.5632882561621624	0.20291122793487906	1	1	1	1	-0	-0	-0	-0
nc_sll0621-as	NA	NA	NA	-1.140094540472786	0.6764538716879225	-0.5098169345682962	0.0930321418512229	0.9166607758102793	0.22306854900255146	0.33259405900098554	0.0474955370115102	0.7993298585256889	0.6213822644130587	0.6107065650244625	0.6332586125530912	0.110901515168487	0.13978320366976174	0.10918617314598611	0.018459334779134428
nc_sll0621-as2	NA	NA	NA	0.09859249263663843	0.8086799285218694	0.4522408656942197	0.18283143574654973	0.4126768385443453	0.961431814946137	0.7081280938219623	0.5313359605251552	0.8071914100096246	0.7574795371154388	0.8430451718288622	1	0.009171415626493264	0.09755032783239095	0.033533277820189965	-0
nc_sll0631	NA	NA	NA	-2.316209623422268	-1.8999226241462779	-2.3246341484969086	-2.317720158854025	1.9667086627314756	1.1468123715950318	2.0872486939374797	1.8350552468630204	1	0.8367760542520853	1	1	-0	0.14703644891342768	-0	-0
nc_sll0634-as	NA	NA	NA	0.17341989646640055	0.2669580497692784	-0.1261574841188764	-0.09190779945763553	0.08250433521366025	0.2202324176014816	0.3122742697882099	0.1992743803228593	0.2542874739435285	0.39461108660491107	1	0.9598533619456366	0.1031284825494064	0.10780586075453306	-0	0.0016355093671398993
nc_sll0639-as	NA	NA	NA	-3.2218275722354845	-1.4263967727747917	-2.7698729455847695	-2.206309467263739	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0640-as	NA	NA	NA	-4.577217349872206	-2.9911312002389265	-3.828507067224316	0.3249151158946238	2.979919819168214	2.1420652804391422	2.543726143022181	0.22267261202670802	0.7993298585256889	0.8367760542520853	0.8239944734418179	0.8320415439466752	0.4452440752376633	0.2314859059667839	0.3218844159219335	0.025946092936090168
nc_sll0640-as2	NA	NA	NA	-2.897258987820412	-2.2750629615249567	-2.846624384297057	0.27727823364900694	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0640-as3	NA	NA	NA	-0.627093804768682	-0.5023210230055032	-0.4533397168185667	0.38051923467087423	0.66685615415161	0.6381971142574344	0.37987384547706343	0.24774389520072024	1	1	0.9468802583726863	0.6332586125530912	-0	-0	0.010746389886772116	0.07550220604318326
nc_sll0640	NA	NA	NA	0.29057753635759376	0.2499539702473783	0.1905016030883188	0.2864673327794266	0.11618303087250534	0.2282302207420418	0.2695802294856808	0.2707111740581441	0.2542874739435285	0.504337885241794	0.6221601446587537	0.31112334801762115	0.17279920584723432	0.07430591808547295	0.03926196378376548	0.1452582445762697
nc_sll0641-as	NA	NA	NA	0.3983202498944209	0.726174620256614	-0.05106541273144538	0.4777973097737737	0.12801122589352018	0.6773100573118884	0.2120223783698581	0.29217732457638373	0.5503999179655457	0.8367760542520853	1	0.6332586125530912	0.10329306024948313	0.05619920311310987	-0	0.0948040142060639
nc_sll0646-as	NA	NA	NA	-2.806685635145289	-2.1118716343938595	-2.431694802847853	-0.8396774281068969	2.195135812506447	1.7039604019888923	1.9366749429940628	0.2872060114248355	1	1	1	0.8320415439466752	-0	-0	-0	0.06705243160513483
nc_sll0648-as	NA	NA	NA	0.26726862731263035	0.5411562958187558	-0.5054347011409435	0.42909172617348773	0.18366898630891682	0.21711275926244455	0.8776825930321716	0.3622038390705681	0.7993298585256889	0.8367760542520853	1	0.8320415439466752	0.02599827880386196	0.04188049504389083	-0	0.03426511498164768
nc_sll0654-as2	NA	NA	NA	0.14634083781901702	0.08978952534761334	0.3103366850407907	0.025014937014526454	0.16300748413857793	0.20070105982607736	0.19383041366715012	0.15214029176867985	0.4455589374654123	0.7783497679814385	0.2919658398607485	0.9598533619456366	0.05137951309762582	0.009771363027673778	0.1659270817564645	4.451435465445006e-4
nc_sll0656-as	NA	NA	NA	0.23843556297905327	0.14254153960825075	0.11634125578236833	0.056732794174704	0.13793588507673193	0.2527903353739856	0.14886314367334647	0.10805249135570853	0.2542874739435285	1	0.6221601446587537	0.5108012942519984	0.1417916761391177	-0	0.023977678387133897	0.016551679859268288
nc_sll0656	NA	NA	NA	0.15402063072280686	-0.030579529681888713	0.3349981975153677	0.012597286802568625	0.05554287034901604	0.010293328268929933	0.46833567799980735	0.018028364170535417	0.7993298585256889	0.8367760542520853	1	0.8320415439466752	0.014982197272238429	0.0023665729312992794	-0	0.0010059561963501617
nc_sll0659-as	NA	NA	NA	0.2959104976755362	0.3353114955287061	0.4591464805225531	0.07342059790537185	0.25879975307589853	0.33172110917815645	0.212633824377031	0.13769104795923848	0.3416613621896881	0.504337885241794	0.2919658398607485	0.5108012942519984	0.13801387879783195	0.09968086722213126	0.24549091127220377	0.02142031340574491
nc_sll0659-as2	NA	NA	NA	0.13327030498356662	0.13075930740591007	0.6995000371941088	0.2303000758989488	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0679	NA	NA	NA	-0.10852574943227804	0.5661775816987841	0.31803155754721685	0.3791431214372086	0.1811032861901133	0.6766577894739801	0.27196634817433546	0.33039938609102393	1	0.6213822644130587	0.8239944734418179	0.8320415439466752	-0	0.11699558466325992	0.026738726179248492	0.030276469710567584
nc_sll0680-as	NA	NA	NA	0.6984711248425924	0.2685057349624271	0.057662708439549924	0.7401482764669415	0.6781044893884992	0.36572444787096614	0.6676256959218697	0.6611694019507713	0.7993298585256889	0.8367760542520853	1	0.8320415439466752	0.06794305498064959	0.020779861916484885	-0	0.05910453231706965
nc_sll0680	NA	NA	NA	-0.6142853095237435	-0.6859215179703638	-0.552013520729366	-0.633303988171105	0.47460124750705546	0.6755774349323833	0.2895476876106226	0.2791001648386615	0.5503999179655457	0.8367760542520853	0.6107065650244625	0.6332586125530912	0.1592974735877147	0.05308398508122884	0.11822330677249747	0.12565947748797043
nc_sll0681-as	NA	NA	NA	0.07218127976081766	-0.2731326100726892	0.3216456034743522	-0.11847968451780923	0.3277150269015836	0.5728615788709753	0.393997512989731	0.2947113073320965	0.8071914100096246	1	0.6221601446587537	0.8515515928417312	0.006714552999267963	-0	0.06629045546122106	0.008268582774123028
nc_sll0683	NA	NA	NA	-0.024196497808236808	0.1260889325562711	0.15073938013819194	-0.053962849915203705	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0686	NA	NA	NA	-0.6865659335754059	0.06456257055444774	-1.0842866594275495	-0.5098510333122384	1.3202950831531164	1.3040473226987541	1.3072776644798532	0.7074052174284876	0.9810564520340488	0.8497182117527863	0.8430451718288622	1	0.005702617805195602	0.0045661925507329065	0.08039893902886285	-0
nc_sll0696-as	NA	NA	NA	-0.06346084065617111	-0.1117981424215049	-0.49159217565845514	0.30914698559942927	0.4581178254283738	0.6568124702964303	0.9828416068949826	0.45991754987009487	1	1	1	1	-0	-0	-0	-0
nc_sll0708	NA	NA	NA	0.18518564655727673	0.23389673667850466	-0.047239689267754376	0.07646356593144024	0.023279832435490245	0.4369813396902092	0.18179079141224225	0.36092288442229786	0.7993298585256889	1	1	1	0.018013741897352872	-0	-0	-0
nc_sll0710-as	NA	NA	NA	-0.09987111607871399	0.10230010336795474	0.3407604394430983	0.16907078636283238	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0711	NA	NA	NA	-5.285124963512548	-1.1521566712378444	-4.006255827314513	-1.967220094004307	1.196545776151254	1.030468785719077	2.3568044999312296	2.242485286647569	0.2542874739435285	0.39461108660491107	0.2919658398607485	0.40351075026311833	3.1429318588979593	0.4652762551053346	2.1420166233610223	0.7753697483240292
nc_sll0712	NA	NA	NA	0.22353189720995842	-0.059970264871566606	0.013805463358519062	0.02107365012481682	0.11269648088638172	0.3532011079056586	0.4724697667872132	0.2931881096186205	0.3416613621896881	1	1	1	0.10425620047725374	-0	-0	-0
nc_sll0723-as	NA	NA	NA	0.13011638614602603	-0.3097727152509171	0.11005045358021472	0.14282480960841584	0.22039624929894758	0.5365145199200583	0.1424938261879874	0.2141404227229894	0.4455589374654123	1	0.38191973815283903	0.6429067650440783	0.04568319182696878	-0	0.04600415957420802	0.027401225988831577
nc_sll0723-as2	NA	NA	NA	0.041561914798426046	0.07176205704555864	0.16968322868399469	-0.2589655545916644	0.10646120254243861	0.3708425985066497	0.2026901488636896	0.46034458317696303	0.6925210734560467	0.8497182117527863	0.7386467889908257	0.8515515928417312	0.006631910326980871	0.005075376762304669	0.022324066138535215	0.018072955988214064
nc_sll0723-as3	NA	NA	NA	0.07683200172032273	0.45308192011747583	0.21063754351041017	0.13024700489173066	0.15609742776187582	0.08453700722214195	0.0778996603435412	0.020823652829014154	1	0.8367760542520853	0.8239944734418179	0.8320415439466752	-0	0.03506435249218961	0.01770949915295186	0.01040087311500841
nc_sll0728-as	NA	NA	NA	0.22889595834147428	0.370583352430921	-0.047725943864261926	-0.02628056678280432	0.2023997476632261	0.30890986935489995	0.20725995006408113	0.08876120866644768	0.3416613621896881	0.504337885241794	1	1	0.1067580207529269	0.11016642865212016	-0	-0
nc_sll0728-as2	NA	NA	NA	0.04443553933964463	-0.0056568816882976635	0.14298796082709236	-0.3513916000408107	0.2255705468375815	0.310086824682221	0.24679190224704292	0.42176543673719363	0.9810564520340488	1	0.38191973815283903	0.7632963594994312	3.69081664891397e-4	-0	0.059772956431165376	0.04122062729523274
nc_sll0732-as	NA	NA	NA	-1.3728722518159067	-3.266394362416056	-0.4636096523873554	-3.0744287792041156	2.903779678296475	2.7826556924780466	0.9869679213961385	2.1204492486957265	0.7993298585256889	0.950336402266289	0.9468802583726863	0.6332586125530912	0.13354472585757546	0.07226125003497837	0.010989838072844905	0.6100247609121162
nc_sll0735-as	NA	NA	NA	0.06708203739033228	0.5329273701967088	0.07346385318151613	0.5207718293450441	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0740	NA	NA	NA	-6.1307410325073075	-3.1589921148967837	-4.664332398621734	-5.220974019700168	4.22166429923057	2.4296125730011306	3.674006114264915	0.06261794573373422	0.7993298585256889	1	1	0.8320415439466752	0.5963614818545867	-0	-0	0.41692082179391843
nc_sll0744-as	NA	NA	NA	0.11434348465045	0.08957670080830005	0.2049153254491286	0.1441091114052364	0.13115867614841387	0.572546472165244	0.1310940523899487	0.15166909158463893	0.921179437080847	1	0.8239944734418179	0.6332586125530912	0.004077004427910493	-0	0.017228399657484836	0.028593970634439077
nc_sll0745	NA	NA	NA	0.20127434027403798	-0.04409466292905583	0.24010431830619114	-0.20620019282588542	0.020454247514558224	0.4742685073269705	0.17662098419774755	0.23685600403687385	0.5503999179655457	0.950336402266289	0.6107065650244625	0.8320415439466752	0.052194791909554825	9.754901305817086e-4	0.05142252030893804	0.01646611408573331
nc_sll0750-as	NA	NA	NA	0.22464396427845607	0.2819821190935682	0.16740502768778306	0.14940815400585686	0.13257252755458307	0.15306050733857288	0.14052448904786333	0.18299387287541138	0.2542874739435285	0.30324858757062145	0.38191973815283903	0.5108012942519984	0.13359015673503638	0.14612347623008567	0.06997997151969992	0.043589531759248984
nc_sll0751	NA	NA	NA	0.11457767149019255	0.16542882657362265	0.11114899167072669	0.015426738536737872	0.3203049330456787	0.24521085060306488	0.2802755808598426	0.09401026730883552	1	0.8497182117527863	1	1	-0	0.011699965925921815	-0	-0
nc_sll0753-as	NA	NA	NA	0.11885846865758815	-0.016720028992286907	0.2267872126611129	0.07631331278477524	0.08407380779057838	0.05695680346248161	0.05733858494166024	0.011458406820461396	0.7993298585256889	1	0.8239944734418179	0.8320415439466752	0.011561834388985297	-0	0.0190672939096624	0.006093998736632674
nc_sll0754-as	NA	NA	NA	0.2072521848780974	-0.2918573423212411	0.033551735320524696	0.22158771340412722	0.1228806644509033	0.6176191389084623	0.06887451483583432	0.13163253413460804	0.2542874739435285	0.8497182117527863	0.6221601446587537	0.40351075026311833	0.1232476997566901	0.020641632000387357	0.006914939274428083	0.08733766501140623
nc_sll0756-as	NA	NA	NA	0.1616433396503664	-0.12570532237664728	0.11662919188723224	0.10921991162166426	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0759	NA	NA	NA	-1.5736313891387557	0.4875047121940881	-0.8510543319684959	-0.37548371273563763	1.0364361477152715	0.4767525287588747	0.5165528068935377	0.38792629797370676	0.2542874739435285	0.39461108660491107	0.2919658398607485	0.40351075026311833	0.9357992973167105	0.19686937766213305	0.45503148202143373	0.14799498679936013
nc_sll0760	NA	NA	NA	-5.108538775190575	-2.047293579588136	-1.3273673784005255	-1.7777247955307152	4.4693654048071725	0.11251458753509135	0.9356212087238419	1.533917315234777	1	0.8367760542520853	0.8239944734418179	1	-0	0.1584415986209778	0.11159934298359434	-0
nc_sll0763-as	NA	NA	NA	0.2007646028791483	0.13692267577054912	0.34857076479300236	-0.13668544896509247	0.21521452102121505	0.5287532719389032	0.1258616995153177	0.14208593811211429	0.5503999179655457	0.950336402266289	0.6107065650244625	0.8320415439466752	0.05206260597259653	0.0030290903704583527	0.07465249837286264	0.010915014994284482
nc_sll0764-as	NA	NA	NA	0.2046687165337888	0.5529124669957496	0.18481049685597087	0.16837100353736897	0.1247694577011315	0.26765504319337385	0.0268548424288728	0.2927847491303272	0.7993298585256889	0.8367760542520853	0.8239944734418179	1	0.019908937342840074	0.042790314023208625	0.015538072097606258	-0
nc_sll0765-as	NA	NA	NA	-1.452287372491155	0.19295720726151613	-0.42731251435255885	-0.24725923708892023	1.5262192412027127	0.020646943320511858	0.5663903750146939	0.2714088725001023	1	0.8367760542520853	1	1	-0	0.014933104215617369	-0	-0
nc_sll0765-as2	NA	NA	NA	0.13518284335009817	0.05328394561847789	0.005299297155583277	0.33026185889776516	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0765-as3	NA	NA	NA	0.43260867278191073	0.46448738029270603	-0.05534712870978022	0.3325556083776111	0.34513150235054885	0.4643320755818124	0.23827798104424264	0.07293223451187499	0.7993298585256889	1	1	0.8320415439466752	0.04208156041747777	-0	-0	0.026556224377636828
nc_sll0766	NA	NA	NA	0.12693429305921286	-1.0889115145109334	-0.22040910258542973	-1.5055646531118667	0.18784434106036058	1.0109382532388953	0.37477970725755766	1.3706488876675742	0.3416613621896881	0.6397192028985508	1	0.9598533619456366	0.059202678766644534	0.21126038996009408	-0	0.026791688056182948
nc_sll0767-as	NA	NA	NA	-0.4359267789560232	-0.7841877316633766	-0.5341106291925701	0.14693416780956786	NA	NA	NA	NA	1	1	1	1	-0	-0	-0	-0
nc_sll0778-as	NA	NA	NA	0.16626830870817405	0.24637246066743387	0.0953701134430769	0.10789887017437193	0.1218684548048963	0.09145300863060632	0.0148786823423069	0.08303037855799562	0.7993298585256889	0.8367760542520853	0.8239944734418179	0.8320415439466752	0.016173577458402356	0.019066951078010607	0.008018309153674788	0.008616263067771001
nc_sll0779-as	NA	NA	NA	-2.030783645567551	0.37091891736576443	-1.9638920165424882	-0.05476979804779704	1.968381564046198	0.05697412849632422	1.991066035335969	0.03659205416115863	1	0.8367760542520853	1	0.8320415439466752	-0	0.028705695564197945	-0	0.004373641608905353
nc_sll0779-as2	NA	NA	NA	-2.3049421801985113	-0.9310035704897761	-1.1778220224894098	0.03948615709632822	2.059609261194688	0.8270177459111292	1.2556228065334814	0.29044864630876105	0.7993298585256889	0.8367760542520853	1	1	0.22421086242002958	0.07205107049664737	-0	-0
