sgRNA_target	num_sgRNAs	locus	Gene name	Product	wmean_fitness_CO2_30percent	wmean_fitness_CO2_4percent	sd_fitness_CO2_30percent	sd_fitness_CO2_4percent	p_fitness_adj_CO2_30percent	p_fitness_adj_CO2_4percent	comb_score_CO2_30percent	comb_score_CO2_4percent	impact_score
gspD	5	slr1277	pilQ	pilus assembly protein homologous to general se cretion pathway protein D	0.07148916385329819	0.6981141280559104	0.19200903134579758	0.06752923497274957	0.8313727550868939	0.009421249262526892	0.00573373204333201	1.4143034820485896	-0.44309076144844467
gspE2	5	slr0079	pilB2	probable general secretion pathway protein E	-0.10754711443739975	-0.5490461162824857	0.31999236572589745	0.43762245978001635	0.3811252389316491	0.2012393875278105	0.04505495897313121	0.38229368037134664	0.3121869380917523
gspE	5	slr0063	pilB1	pilus biogenesis protein homologous to general secretion pathway protein E	-0.14502119500613644	0.7802499894224592	0.4029077680742795	0.3634166456944634	0.6984100208815922	0.06272827143246135	0.022607287081263087	0.93827923177636	-0.6542655289459686
gspF	5	slr0162	pilC	a part of pilC;  pilin biogenesis protein;  requi red for twitching motility	0.5096050193818606	0.6161726858029445	0.12121184629869676	0.12588875329503207	0.03851561305067935	0.02262054925615235	0.7207665783603644	1.0139102160412614	-0.07535471958157432
gst1	5	sll1545	gst1	glutathione S-transferase	-0.06573225805919322	0.20964072686024549	0.29345515498211766	0.12833705608146326	0.6652586483325006	0.873632922859333	0.0116352322221675	0.012299832750602162	-0.194718104992116
gst	5	sll0067	gst	glutathione S-transferase	0.10191811985094168	0.07905222702987245	0.2701646357265859	0.24516571127875164	0.8313727550868939	0.6476625593337079	0.00817426247682342	0.014913298148850366	0.016168627871662844
guaA	5	slr0213	guaA	GMP synthetase	-2.447596212512399	-4.8644603468791985	0.884995903998699	1.5150418767024745	0.00872410061899529	0.009421249262526892	5.040284298770382	9.854868896633404	1.7089810186173189
guaB2	5	slr0172	guaB	hypothetical protein	-1.7862229925180484	-0.7332077150414549	0.873129969702298	0.20617499096054795	0.014165882177057623	0.03815504224914742	3.3022911440754394	1.040017061867843	-0.7445942433967332
guaB	5	slr1722	guaB	inosine-5'-monophosphate dehydrogenase	-1.065380049203372	-3.5255076771941654	0.8540247427353765	2.147689612591362	0.21242716088599387	0.2012393875278105	0.7167769956296038	2.4547652102843744	1.739572928336666
gumB	5	sll1581	gumB	hypothetical protein	-0.43569093255798136	0.01803733696849148	1.119332221291223	0.27554740481719453	0.8927347877322642	0.9720968262217057	0.02146977800274997	2.216874352217108e-4	-0.32083433619820645
gylA	5	sll1931	glyA	serine hydroxymethyltransferase	-4.3026593990176885	-5.940050355675764	2.004173429191925	1.608753266007588	0.00872410061899529	0.009421249262526892	8.86037758228301	12.033897559087038	1.1578102489064532
gyrA2	5	slr0417	gyrA	DNA gyrase subunit A	-3.428326660046585	-3.3275251443051985	1.6186551611974525	2.326414025040511	0.009809899642329289	0.5399302538694818	6.885229915964371	0.8906531567452666	-0.071277435334617
gyrA	5	sll1941	gyrA	DNA gyrase A subunit	-0.48298510377954407	-1.9231547408211542	0.5716463882716573	0.8721774507080746	0.34672092298393176	0.011479982140365705	0.22218278325022703	3.7310332548023672	1.0183537164110914
gyrB	5	sll2005	gyrB	DNA gyrase B subunit  [Contains: Ssp gyrB intei n]	-3.223793905749603	-2.529889051330668	1.3396716571832672	1.8094960991962674	0.00872410061899529	0.13528805049485812	6.63869216766859	2.1978172346625793	-0.49066482805789297
hdrB	5	slr0201	hdrB	heterodisulfide reductase subunit B	-1.0551164749582045	0.3484154097741313	0.8321168383316301	0.17667261351428273	0.34672092298393176	0.613832048322259	0.48537462796448083	0.07384679964499026	-0.9924469133057704
hemA	5	slr1808	hemA	transfer RNA-Gln reductase	-3.0211939898110396	-4.318198157893794	1.6770835798708896	1.8885361937836385	0.012227041170706682	0.009421249262526892	5.778573167623527	8.748200968074208	0.9171204424785321
hemB	5	sll1994	hemB	porphobilinogen synthase (5-aminolevulinate deh ydratase)	-2.4312516113141975	-5.7027452942595245	1.3170633966381657	2.9493865717242143	0.032729498465121507	0.0270681873278269	3.6105560972660555	8.939286072476296	2.3132953678195936
hemC	5	slr1887	hemC	porphobilinogen deaminase (hydroxymethylbilane synthase;  preuroporphyrinogen synthase)	-2.244200168327524	-3.7158841580714057	1.1935294922057555	1.7872934343824372	0.032729498465121507	0.02262054925615235	3.3327733598335914	6.114475692126623	1.040637728911572
hemD	5	sll0166	cobA/hemD	a fusion protein between uroporphyrinogen-III C -methyltransferase (CobA/CorA) and uroporphyrinogen-III s ynthase (HemD)	-2.307240928744575	-2.3531921491562406	1.280318268128983	1.3561377840888702	0.05405695937378547	0.045117892444065374	2.9236166198722233	3.1665758285199366	0.03249241955688633
hemE	5	slr0536	hemE	uroporphyrinogen decarboxylase	-2.289174158464058	-3.909871629533303	1.1858055172540525	1.0848197615997215	0.00872410061899529	0.009421249262526892	4.714049036795053	7.920975722710311	1.1460061720449517
hemF	5	sll1185	hemF	coproporphyrinogen III oxidase;  aerobic (oxygen -dependent)	-2.9936577445894166	-4.406102862178629	1.5370027702497726	2.251925527604235	0.011007797784977914	0.0270681873278269	5.862478635323525	6.90674612268224	0.9987495207011623
hemH	5	slr0839	hemH;  scpA	ferrochelatase	-2.697111803024822	-2.8761017366780632	1.4063827970111944	1.1678002301480341	0.011007797784977914	0.010310564376866031	5.281752849299254	5.7140018297033155	0.12656499585033726
hemK	5	sll1237	hemK	N(5)-glutamine methyltransferase	-1.4977916950188603	-1.7034988208299373	0.9003724091847056	1.366837762069712	0.102132247396431	0.8914439249771854	1.4840675966279164	0.08501476157767233	0.1454569035994068
hemL	5	sll0017	hemL	glutamate-1-semialdehyde aminomutase	-1.5842438232465554	-2.522353569904016	1.0070481367235689	1.2110782947742043	0.02303330397334184	0.02262054925615235	2.5944270129311486	4.150524864082844	0.6633437633586843
hemN2	5	sll1876	hemN	coproporphyrinogen III oxidase;  anaerobic (oxyg en-independent)	0.245799061133999	0.23579604672762158	0.166237929898807	0.3173086560324086	0.8624632381404762	1	0.015794901993742876	-0	0.0070731993190561926
hemN	5	sll1917	hemN	coproporphyrinogen III oxidase;  anaerobic (oxyg en-independent)	0.46999521472211847	0.19027943211376167	0.21145975514475557	0.1095262869942643	0.19000563603671725	0.873632922859333	0.33897630150321084	0.01116388607276214	0.19778892668727124
hflX	5	slr1521	hflX	GTP-binding protein	0.7189101824541829	-0.1194401058869944	0.3532036252558003	0.38205209775842647	0.06417443964082256	0.7994991339779918	0.8573995409435632	0.011607428650724694	0.5928031738957439
hglK	5	slr1519	hglK	hypothetical protein	-2.0086549638478326	-2.587874718491944	1.9024617926859804	1.6562574689970504	0.6984100208815922	0.497647869636685	0.3131282941985865	0.784327507682047	0.4095702163060594
hhoA	5	sll1679	hhoA	periplasmic protease HhoA	-1.824644755293648	0.008381756204379582	0.6477857103661012	0.28505423747661385	0.011007797784977914	0.9143550542857183	3.5732010161472982	3.259256805940655e-4	-1.2961454763749762
hhoB	5	sll1427	hhoB	protease	-0.8282338510364711	-1.0497248127046859	0.6587874917426385	1.2548416222730008	0.14692368791880397	0.9525074466803449	0.6898427486542998	0.022182386198556666	0.15661776096712435
hisA	5	slr0652	hisA	phosphorybosilformimino-5-amino- phosphorybosil -4-imidazolecarboxamideisomerase	-3.560108226921781	-2.314089473690802	1.6821434414656578	1.3184276295893742	0.009809899642329289	0.009421249262526892	7.149891506470285	4.688094208216305	-0.8810683098952324
hisB2	5	slr0500	hisB	imidazoleglycerol-phosphate dehydratase	-5.02558188977807	-6.766930541038031	2.605670813089553	3.7710669360107874	0.011007797784977914	0.0270681873278269	9.841594788897137	10.607439893871378	1.2313194397159668
hisB	5	sll0084	hisB	putative phosphatase	0.040837207985230654	-0.03578442942110273	0.843321977358987	0.7635222276873393	0.8010213373011333	0.873632922859333	0.003934906549252724	0.002099508542768537	0.05417967939563516
hisC2	5	sll1958	hisC	histidinol phosphate aminotransferase	-2.9232156279329384	-4.352765628819225	1.4715520068663857	1.6113543853175571	0.011007797784977914	0.009421249262526892	5.724531869474308	8.818230913796114	1.0108444996719281
hisC	5	sll1713	hisC	histidinol-phosphate aminotransferase	-2.1475109440077924	-2.204145517998518	1.397452385737644	1.3332474499216356	0.45352377927595783	0.25913013692563736	0.7374551228069864	1.2926918380481855	0.040046691318453245
hisD2	5	slr1848	hisD	histidinol dehydrogenase	-2.6063766774837798	-3.174015788159527	1.537248877051405	1.8317588950571064	0.11635175242516728	0.05338902170872191	2.434947649919651	4.039087560650969	0.40138146442552186
hisD	5	slr0682	hisD	histidinol dehydrogenase	0.24866104940405423	-1.6524261588384521	0.42600011670914156	1.21609209385177	0.9190642338250596	0.497647869636685	0.009114455552407521	0.5008137687382473	1.3442716565752784
hisF	5	sll1893	hisF	cyclase	-3.2839265384809	-5.151464078780432	2.034360276372629	2.9442085906340796	0.14692368791880397	0.009421249262526892	2.7352092731412743	10.436307319200816	1.3205484588662442
hisG	5	sll0900	hisG	ATP phosphoribosyltransferase	-3.7791959807058153	-4.130086657598495	1.9810974421021534	1.8557041313426283	0.009809899642329289	0.009421249262526892	7.589893205886749	8.367107477498527	0.24811717708595168
hisH	5	slr0084	hisH	amidotransferase HisH	-1.9042311514376187	-2.220973480781346	1.04854950662643	1.352416088827535	0.08816848011047329	0.11637526973709758	2.0083671657752675	2.0746986113061077	0.22397064896777247
hisI	5	slr0608	hisIE	histidine biosynthesis bifunctional protein His IE	-4.2285806232339125	-5.356589611131054	2.2122315830196	2.402831099659743	0.06417443964082256	0.009421249262526892	5.043165577133366	10.851869392795352	0.7976228045814427
hisS2	5	slr1560	hisS	histidyl tRNA synthetase	-2.9624578999482365	-3.4295688459722884	1.6771716285271867	1.6902102866985802	0.011007797784977914	0.010310564376866031	5.801379993381269	6.813584655601732	0.33029731750007046
hisS	5	slr0357	hisS	histidyl-tRNA synthetase	-3.118825329612633	-3.964953695508229	1.2275027900306765	2.0616815815827887	0.009038483826191542	0.009421249262526892	6.374580860134926	8.032566012286185	0.5983031052790684
hitB	5	slr0327	hitB	iron(III) ABC transporter;  permease protein	-0.1180767042557601	-0.21863469954584594	1.2485991096850464	0.5428109484534772	0.6984100208815922	0.497647869636685	0.018406922868111894	0.06626333483698753	0.071105240372144607
hliA2	4	ssl2542	hliA;  scpC	high light-inducible polypeptide HliA;  CAB/ELIP /HLIP superfamily	0.12917000726497385	0.03187028277948101	0.2394811184002984	0.1358799619269371	0.8913948614040894	0.6785485253288749	0.006449442162306943	0.005367563992145369	0.06880129499127474
hliA	5	ssr1789	hliD;  scpE	CAB/ELIP/HLIP-related protein HliD	0.12678013549347975	0.20751575068783687	0.4808100696592975	0.1024287940839882	0.8010213373011333	0.8308475819064807	0.012216015983484076	0.016700585344899047	-0.05708870098719758
hlyB2	5	slr1651	hlyB	ABC transporter ATP-binding protein	0.21355941067876896	0.03357098918784893	0.4197790752049422	0.16893288624343128	0.8624632381404762	0.7994991339779918	0.013723201162569724	0.003262495950069627	0.12727103337129209
hlyB	5	sll1180	hlyB	toxin secretion ABC transporter ATP-binding pro tein	0.5915948204262416	0.13530606137648368	0.08669563928854042	0.2831510483669601	0.016428079366291867	0.9143550542857183	1.0556496111621525	0.005261393801884878	0.32264487570327843
hlyD	5	sll1181	hlyD	similar to hemolysin secretion protein	-0.25493488689801197	0.4478322584422018	0.4922564441735704	0.4090400358837782	0.8010213373011333	0.9143550542857183	0.024564484341113406	0.017414015638928505	-0.49693141406517716
ho1	5	sll1184	ho1	heme oxygenase	-3.519001389525579	-3.921824520762887	1.063520155069436	1.1666554469242298	0.00872410061899529	0.009421249262526892	7.246606838294854	7.945190983521068	0.2848389677166989
ho2	5	sll1875	ho2	heme oxygenase	-0.17279825639224916	0.1614974926564958	0.6417256792875518	0.5398382361610383	0.9647691158263495	0.9525074466803449	0.0026916106354239076	0.0034127036999103294	-0.23638279107420387
hofD	5	slr1120	pilD	type 4 prepilin-like proteins leader peptide pr ocessing enzyme	7.330509919628127e-4	0.2907536063469347	0.47635544113415984	0.29627288654500367	0.9458951075850284	1	1.7708328067923173e-5	-0	-0.2050755013749891
hofG2	5	sll1694	pilA1	pilin polypeptide PilA1	0.9971437158973862	0.16181506276338467	0.6203783870222154	0.32605171424337936	0.23672765952564015	0.7994991339779918	0.6239636730300709	0.01572551180937161	0.5906665551504778
hofG	5	sll1695	pilA2	pilin polypeptide PilA2	0.468189534906585	0.2322707002590291	0.22245472547606052	0.16178060497263608	0.34672092298393176	0.9720968262217057	0.21537652639832847	0.002854717185110132	0.1668198077889146
hoxF	5	sll1221	hoxF	diaphorase subunit of the bidirectional hydroge nase	-0.9877116033756969	-1.2424732981767523	0.8579235546267214	0.9815494871989766	0.7708972345456213	0.4610569652166894	0.11161488030017536	0.41777594688669206	0.18014372198040393
hoxH	5	sll1226	hoxH	hydrogenase subunit of the bidirectional hydrog enase	0.274508403687923	0.40040009823046496	0.10300211821463498	0.17532739628500163	0.48928840640055	0.2284187409331184	0.08521703678997884	0.25676387696670416	-0.08901887090609689
hoxU	5	sll1223	hoxU	diaphorase subunit of the bidirectional hydroge nase	-1.0377099089637767	0.08785749868554632	1.0092977625437392	0.1545702151634355	0.48928840640055	0.9525074466803449	0.3221415530506845	0.0018565713058268395	-0.7958963466313993
hoxY	5	sll1224	hoxY	hydrogenase subunit of the bidirectional hydrog enase	-0.07554700602509042	0.26778409435953643	0.21702343775832836	0.2459198772851438	0.6652586483325006	0.9525074466803449	0.013372535566933528	0.00565871181382189	-0.2427717492742089
hpcE	5	slr1877	hpcE	2-hydroxyhepta-2; 4-diene-1; 7-dioate isomerase	1.1274951430601612	-0.216025592036862	0.7858974171589022	0.13082566862947512	0.23672765952564015	0.10024931516783314	0.705531208361725	0.21579197882694992	0.9500126224518401
hrcA	5	sll1670	hrcA	heat-inducible transcription repressor HrcA hom olog	1.522309960487579	-0.152679337395333	1.0036462921150169	0.22294644583367368	0.08816848011047329	0.11637526973709758	1.6055599859647895	0.14262376926616677	1.184396290947901
hsp17	5	sll1514	hspA	16.6 kDa small heat shock protein;  molecular ch aperone	-0.6090540771519112	-0.8593344869433732	0.7492821695586429	1.1139747301457934	0.7324131804450047	0.8510688283109384	0.08237081750529839	0.06018376224697169	0.1769749749616908
htpG	5	sll0430	htpG	HtpG;  heat shock protein 90;  molecular chaperon e	0.5222812741933437	0.17619104710632683	0.2014554941545376	0.3909392387855688	0.13092199202511332	0.9143550542857183	0.4611677819490929	0.006851211791713196	0.24472274647562176
htrA	5	slr1204	htrA	protease	0.8430723308047512	0.05379398619375721	0.819657935855023	0.14220205667205496	0.5602916101530038	0.7739566832797656	0.21210509478927847	0.005986374734286096	0.5581040697181265
hupE	5	slr2135	hupE	hydrogenase accessory protein HupE	1.3911783730325644	0.28459138824032215	0.9061556328876664	0.18683829788497588	0.48928840640055	0.6785485253288749	0.4318705620790969	0.04793062234693771	0.7824751609193694
hypA	5	slr1675	hypA1	putative hydrogenase expression/formation prote in HypA1	0.9071607065728643	-0.20746193762576282	0.49682549148982663	0.26550167072105135	0.2657783821366908	0.5764319061134006	0.522053157813874	0.04963568112240067	0.7881572301769296
hypB2	5	sll1079	hypB	putative hydrogenase expression/formation prote in HypB	-0.11943482921056428	0.3950921294674416	0.2630485676358927	0.19141532624805765	0.5217432202413865	0.5399302538694818	0.03374549712121967	0.10575128272662913	-0.3638255015845085
hypB	5	sll1432	hypB	putative hydrogenase expression/formation prote in HypB	0.48379621179407584	0.030695791044847296	0.2409509891993238	0.2053853348063154	0.23672765952564015	0.8510688283109384	0.30273596122239477	0.0021497894222736436	0.32039038007025733
hypC	5	ssl3580	hypC	putative hydrogenase expression/formation prote in HypC	-0.2305836860947881	0.10055282624012246	0.5176196208685491	0.3084554484115639	0.8313727550868939	0.9143550542857183	0.01849378281083784	0.00391000973171285	-0.2341488733704781
hypD	5	slr1498	hypD	putative hydrogenase expression/formation prote in HypD	-0.18019438530143458	0.2965922513099971	0.2642752912811239	0.22511377936719773	0.594324564040631	0.9720968262217057	0.04071966399161115	0.0036452595865123045	-0.3371390639270696
hypE	5	sll1462	hypE	putative hydrogenase expression/formation prote in HypE	-0.3631817370646442	0.24377603174293766	0.29374873915164706	0.216761948960473	0.34672092298393176	0.8308475819064807	0.16707084449442264	0.01961876344166282	-0.4291839542176978
hypF	5	sll0322	hypF	putative hydrogenase expression/formation prote in HypF	0.3861913983838144	0.08944034832214479	0.34918339002038334	0.14732807383024507	0.34672092298393176	0.8308475819064807	0.17765574774202225	0.0071980375729572416	0.20983467982283519
icd	5	slr1289	icd	isocitrate dehydrogenase (NADP+)	-4.34629914729794	-2.0887187872371387	2.0258247695173766	1.4046204586155167	0.00872410061899529	0.07310742882854777	8.950244014064038	2.3728649368035253	-1.5963503816725602
icfA2	5	slr0051	ecaB	periplasmic beta-type carbonic anhydrase	0.2203632951752907	0.3280100149736605	0.2773485415058474	0.16905100310264393	0.594324564040631	0.613832048322259	0.04979688640470989	0.06952186722456671	-0.07611772554191545
icfA	5	slr1347	icfA	beta-type carbonic anhydrase localized in the c arboxysome	0.09602738697614523	-2.90773849997535	1.8428395706650769	1.3908435377849777	0.8927347877322642	0.009421249262526892	0.004731993545189592	5.890762727942565	2.1239832277602266
icsA	5	sll1724	icsA	probable glycosyltransferase	1.003953106549209	0.3274407901729932	0.7817970842968134	0.16665336471602485	0.7708972345456213	0.746352504788104	0.11345022720347275	0.04160331878290698	0.47836644646584126
ileS	5	sll1362	ileS	isoleucyl-tRNA synthetase	-4.4888757683982385	-5.1025629418249645	1.9284789997760725	2.068333909085284	0.00872410061899529	0.009421249262526892	9.243849103428804	10.337238921222896	0.4339423618572427
ilvA	5	slr2072	ilvA	L-threonine deaminase	-0.16539122248998822	-1.3572086597112414	0.3335234460788313	0.7870547465378258	0.21242716088599387	0.0270681873278269	0.11127355317806518	2.127479984318021	0.8427421917955205
ilvB	5	sll1981	ilvB	acetolactate synthase	0.20904172668964627	0.18925632401352174	0.47477189108548407	0.11530583841056538	0.8010213373011333	0.8914439249771854	0.0201424068882397	0.00944502048744447	0.013990392400794116
ilvC	5	sll1363	ilvC	ketol-acid reductoisomerase	-2.2987223842679514	-3.534274664335872	0.8215693969397447	1.3665684650262258	0.009038483826191542	0.009421249262526892	4.698368829567701	7.160057021344241	0.873667395746527
ilvD	5	slr0452	ilvD	dihydroxyacid dehydratase	-3.450459123081298	-5.16392553854722	1.3725280337927777	1.6975408501015261	0.00872410061899529	0.009421249262526892	7.105459165490348	10.461552884691171	1.2116037217113595
ilvE	5	slr0032	ilvE	probable branched-chain amino acid aminotransfe rase	-2.214836394994018	-3.1661341347285687	0.8444353860984587	1.2414961166040617	0.009809899642329289	0.009421249262526892	4.448134415981316	6.414244249503127	0.6726690826937362
ilvG	5	slr2088	ilvG	acetohydroxy acid synthase	-2.52677155970858	-3.701803283006769	1.7800019517599937	1.717508682608764	0.16704207473650773	0.010310564376866031	1.9637414747649857	7.354437592577444	0.8308728996534643
ilvN	5	sll0065	ilvN	acetolactate synthase small subunit	-2.9141677901399548	-4.404636242342729	1.0095878312132474	1.929358531774309	0.00872410061899529	0.009421249262526892	6.00108550648053	8.923315149129643	1.0539203496971992
im30_2	5	slr1188	im30	hypothetical protein	-2.0496071263727274	-1.381237144530607	1.0218025481604678	0.9796102846318242	0.014165882177057623	0.1561979395060061	3.7892242405373575	1.1137256254207535	-0.47260894650209284
im30	5	sll0617	vipp1	plasma membrane protein essential for thylakoid formation	-4.290656567010444	-1.7440368405685345	2.54195268478752	0.9388244586538856	0.014165882177057623	0.0189548347205997	7.932378679961791	3.003719766485241	-1.800732077670505
infA	5	ssl3441	infA	initiation factor IF-1	-4.620605997496622	-5.908717281633248	2.9144906709904532	3.1939692294738142	0.13092199202511332	0.009421249262526892	4.079936854748047	11.970420150536343	0.9108322239359199
infB	5	slr0744	infB	translation initiation factor IF-2	-3.183313822324619	-2.7933155910395198	1.428520996792787	1.4404444457198269	0.009038483826191542	0.02262054925615235	6.5063891750917096	4.596392017428776	-0.2757703939924533
infC	5	slr0974	infC	initiation factor IF-3	-4.33005849254157	-5.498882220614184	2.3687185272841282	3.09415870357257	0.03851561305067935	0.0270681873278269	6.124275321218541	8.619722381500223	0.8264831841318862
int	5	slr0819	int	apolipoprotein N-acyltransferase	0.13289591837147233	0.2045141127125836	0.3686995691063477	0.13767120887184164	0.9458951075850284	0.7994991339779918	0.0032103694657156334	0.019875090981781102	-0.050641710874935804
isiA	5	sll0247	isiA	iron-stress chlorophyll-binding protein;  homolo gous to psbC (CP43)	-5.364519149195821	-6.848835279355349	2.8890253317437926	3.6573729092176053	0.45352377927595783	0.5764319061134006	1.8421755376890312	1.6385974597381525	1.0495700010603763
isiB	5	sll0248	isiB	flavodoxin	-0.24196430412831813	0.04185865691106668	0.2552072825293596	0.15539041210189825	0.3178048046721386	0.6476625593337079	0.12045939817328018	0.007896686204542725	-0.20069314040739428
iutA	5	sll1206	iutA	ferric aerobactin receptor;  FhuA homolog	-0.12219574958457918	-0.05591292898605726	0.42708683333911907	0.14756324378297617	0.5217432202413865	0.497647869636685	0.03452557635898523	0.0169459703460425	-0.04686903192138622
katG	5	sll1987	cpx;  katG	catalase peroxidase	0.1291989986534255	0.13039290113785043	0.439504521653064	0.22557887060033105	0.8313727550868939	0.9349326218034614	0.010362303860004904	0.0038100396916852883	-8.442165428123423e-4
kdpA	5	slr1728	kdpA	potassium-transporting P-type ATPase A chain	-0.05766833197829135	0.043379162737260855	0.6918864959715888	0.41950900831113985	0.6652586483325006	0.9143550542857183	0.010207840932959173	0.001686804387289978	-0.07145136873527878
kdpB	5	slr1729	kdpB	potassium-transporting P-type ATPase B chain	0.44974456853094924	0.16646186479281644	0.21987286914911378	0.293037831795169	0.16704207473650773	0.9525074466803449	0.34952984130325115	0.003517608927097903	0.20031112080609342
kdpC	5	slr1730	kdpC	potassium-transporting P-type ATPase C chain	0.4539229053821885	0.10302821183466664	0.36756236209080084	0.13167288081316778	0.34672092298393176	0.9525074466803449	0.20881359219906356	0.002177153056308888	0.24812001728982816
kdpD	5	slr1731	kdpD	potassium-transporting P-type ATPase D chain	-0.8709525274741277	-1.0204851455952773	0.9583417400486014	1.2621092457097058	0.6326011029152486	0.9720968262217057	0.17320637725386828	0.012542246951645844	0.10573552828204329
kdtB	5	slr0847	kdtB	phosphopantetheine adenylyltransferase	-1.1698107309017736	-0.5006270018399432	0.9410387163033292	0.5536027225154816	0.7708972345456213	0.7994991339779918	0.13219272129356338	0.048651934468153454	-0.4731843526793215
kpsM	5	slr2107	kpsM	probable polysaccharide ABC transporter permeas e protein	-0.5839355143794667	-0.6247811124513539	0.5653489914662394	0.9201228309391534	0.14692368791880397	0.873632922859333	0.48636466593618555	0.036656537610698765	0.02888219937825165
kpsT	5	slr2108	kpsT	probable polysaccharide ABC transporter ATP bin ding subunit	0.5366387815640297	0.15455709666093942	0.4175281091940031	0.3832784968464759	0.45352377927595783	0.9720968262217057	0.18428172376282756	0.0018995800995418926	0.2701725503621568
ksgA	5	sll0708	ksgA	dimethyladenosine transferase	0.054774018675645915	-0.3207668901060393	0.4072571833703086	0.42187400572703504	0.8313727550868939	0.11637526973709758	0.004393106998245128	0.2996409579919231	0.26554752321248826
lacF	5	slr1202	lacF	permease protein of sugar ABC transporter	0.43805848570476635	0.09416375693081296	0.43185480676937266	0.13722881570940262	0.5217432202413865	0.9143550542857183	0.12377044004654965	0.003661569940310746	0.24317029473037094
lacG	5	slr1723	lacG	permease protein of sugar ABC transporter	0.738202544689797	0.2926682480397983	0.3440818118209413	0.15050190659460885	0.046238987532981564	0.6785485253288749	0.9854942582433006	0.04929091971641027	0.31504032241239294
lap	5	sll2001	lap	leucine aminopeptidase	-2.125460017292566	-1.0415356782083833	1.1880969902037337	0.9312055487879097	0.13092199202511332	0.4245195217857738	1.87675440462649	0.3875578564594258	-0.7664502504595722
lepA	5	slr0604	lepA	GTP-binding protein	0.019814679813870428	-0.32619345640607184	0.6398497186169599	0.22386397833731242	0.7324131804450047	0.1561979395060061	0.0026798135602450735	0.2630178406963334	0.24466469946683983
lepB2	5	slr1377	lepB	leader peptidase I (signal peptidase I)	-3.614473287614432	-3.3264483618982252	1.82090229255807	2.1734316133822125	0.011007797784977914	0.1766276124104797	7.078221438267116	2.504620692170207	-0.20366437812468147
lepB	5	sll0716	lepB	leader peptidase I (signal peptidase I)	-1.0893853126057047	-1.1275960335138944	0.3906432041204604	0.7778776161633363	0.02303330397334184	0.10024931516783314	1.784025060437192	1.1263766348010402	0.027019059868207504
leuA2	5	slr0186	leuA	2-isopropylmalate synthase	-3.3602786302822643	-3.5377979105996173	2.0699999481865468	2.010365873699373	0.11635175242516728	0.11637526973709758	3.1392632632747857	3.3047960615992973	0.12552508690375597
leuA	5	sll1564	leuA	putative lyase	0.20394943227358744	0.25168251704144146	0.275517159877251	0.2084834238270037	0.8010213373011333	0.9525074466803449	0.0196517341993595	0.005318459395137391	-0.03375238792630187
leuB	5	slr1517	leuB	3-isopropylmalate dehydrogenase	-3.9734383173827306	-5.457549314685958	1.172123831102086	2.173884466256485	0.00872410061899529	0.009421249262526892	8.182419412505661	11.05640279864681	1.0494249502266422
leuC	5	sll1470	leuC	3-isopropylmalate dehydratase large subunit	-2.679296103035543	-4.710948375695364	1.4911294545451623	2.075838380914109	0.012227041170706682	0.009421249262526892	5.12463238750446	9.5438702981864	1.4365950990108198
leuD	5	sll1444	leuD	3-isopropylmalate dehydratase small subunit	-2.509488463110579	-4.6940613003799045	1.7190190828816005	2.546475205313703	0.3811252389316491	0.0189548347205997	1.0513057494890317	8.084487887565622	1.5447262672290762
leuS	5	sll1074	leuS	leucyl-tRNA synthetase	-4.756291004019622	-6.273352885126817	1.4811933923996163	1.8955706928434766	0.00872410061899529	0.009421249262526892	9.794531771780749	12.709132322335483	1.0727247436105176
lexA	5	sll1626	lexA	LexA repressor	0.7305731456549227	-0.45192576684893454	0.8091521275927457	0.4571081918314622	0.5602916101530038	0.10024931516783314	0.18380188822200336	0.4514370477669031	0.8361529997771953
lgt	5	sll1187	lgt	prolipoprotein diacylglyceryl transferase	-0.5700134865924339	-0.0953525555537699	0.3442096346195736	0.3729777510484324	0.06417443964082256	0.7994991339779918	0.6798196960677214	0.009266552277689867	-0.3356359631017595
lig2	5	sll1583	lig	unknown protein	0.7397409528465374	-0.8353699156740865	0.381438650627805	0.5332128766926542	0.016428079366291867	0.03815504224914742	1.3200035265192602	1.1849288372845752	1.1137715762515656
lig	5	sll1209	lig	DNA ligase	-1.2806649156850054	-0.7882346337565276	0.7316710183760057	0.5019699794191395	0.08816848011047329	0.13528805049485812	1.3507001842083743	0.6847713982227162	-0.34820079161323003
lim17	5	sll0626	lim17	putative neutral invertase	0.16350992853706353	-0.020122341986376184	0.4263447467493734	0.2540335587364213	0.8010213373011333	0.497647869636685	0.01575514880696617	0.006098636161219322	0.12984762373180678
lim	5	sll0648	lim	probable glycosyltransferase	-2.3557356147693715	-3.8230465369812214	1.2721269715630728	2.2256223931891563	0.016428079366291867	0.06272827143246135	4.2036057447906146	4.597353689705493	1.0375455032050858
lipA2	5	sll0868	lipA	lipoic acid synthetase	-1.8219549526204255	-1.739845251838472	1.038062044101852	1.1794593746155724	0.02733359653063263	0.613832048322259	2.8482680449662094	0.368760967860448	-0.05806032622411773
lipA	5	slr1598	lipA	lipoic acid synthetase	-2.176112961701528	-3.687158130664223	1.1451080863533003	1.7711314732476262	0.012227041170706682	0.010310564376866031	4.162204748392441	7.32534181122367	1.0684702856526942
lipB	5	slr0994	lipB	lipoate-protein ligase B	-0.40267360257443335	-0.047875025485252944	0.29091955649756635	0.2368922510460227	0.2871038646357691	0.6476625593337079	0.21823337283440594	0.009031681405706487	-0.2508804798150975
