sgRNA_target	locus	Gene name	Product	wmean_fitness_CO2_30percent	wmean_fitness_HCHL	p_fitness_adj_CO2_30percent	p_fitness_adj_HCHL	impact_score
nc_sll0759	NA	NA	NA	0.5064944646514614	NA	0.23672765952564015	NA	NA
nc_sll0760	NA	NA	NA	-2.0068343800629584	NA	0.08816848011047329	NA	NA
nc_sll0763-as	NA	NA	NA	0.21715739702130746	NA	0.8978744444973047	NA	NA
nc_sll0764-as	NA	NA	NA	0.6378454421191531	NA	0.19918644881115583	NA	NA
nc_sll0765-as2	NA	NA	NA	0.05127441510165851	NA	0.8927347877322642	NA	NA
nc_sll0765-as3	NA	NA	NA	0.43917006600558134	NA	0.8757201272803087	NA	NA
nc_sll0765-as	NA	NA	NA	0.19647014280264719	NA	0.7708972345456213	NA	NA
nc_sll0766	NA	NA	NA	-1.147111865598594	NA	0.3178048046721386	NA	NA
nc_sll0767-as	NA	NA	NA	-0.7891463065285055	NA	0.41870951708492	NA	NA
nc_sll0778-as	NA	NA	NA	0.24927625151127158	NA	0.7708972345456213	NA	NA
nc_sll0779-as2	NA	NA	NA	-1.2523415687322845	NA	0.13273659218085376	NA	NA
nc_sll0779-as	NA	NA	NA	0.36817506863886557	NA	0.4369213053105286	NA	NA
nc_sll0779	NA	NA	NA	0.3640953654796305	NA	0.8624632381404762	NA	NA
nc_sll0793-as	NA	NA	NA	0.4885454197804851	NA	0.49333821959901863	NA	NA
nc_sll0793	NA	NA	NA	0.9895501965330586	NA	0.27496316702089124	NA	NA
nc_sll0794-as	NA	NA	NA	0.4598666091540897	NA	0.3178048046721386	NA	NA
nc_sll0794	NA	NA	NA	-0.22282529507132715	NA	0.6045603515864193	NA	NA
nc_sll0798-as2	NA	NA	NA	-0.33349313668398733	NA	0.6494176158492303	NA	NA
nc_sll0798-as	NA	NA	NA	-0.04716807164441439	NA	0.584708522690724	NA	NA
nc_sll0802	NA	NA	NA	0.5723798681791481	NA	0.45827043095318637	NA	NA
nc_sll0810	NA	NA	NA	-0.04086380962677671	NA	0.6045603515864193	NA	NA
nc_sll0812-as2	NA	NA	NA	-0.6496740799260893	NA	0.41870951708492	NA	NA
nc_sll0812-as	NA	NA	NA	-0.3160143788346262	NA	0.9190642338250596	NA	NA
nc_sll0813	NA	NA	NA	-0.24924003528575084	NA	0.3673182888487224	NA	NA
nc_sll0814-as	NA	NA	NA	0.036390032585641406	NA	0.8927347877322642	NA	NA
nc_sll0818	NA	NA	NA	0.006511398999010153	NA	0.41870951708492	NA	NA
nc_sll0821-as	NA	NA	NA	0.4207954867318007	NA	0.9190642338250596	NA	NA
nc_sll0821	NA	NA	NA	-0.08571245769731858	NA	0.9647691158263495	NA	NA
nc_sll0823-as	NA	NA	NA	0.5582798062388384	NA	0.16298006374541968	NA	NA
nc_sll0827	NA	NA	NA	0.07485140726264752	NA	0.9190642338250596	NA	NA
nc_sll0829-as	NA	NA	NA	0.4906273514074537	NA	0.48928840640055	NA	NA
nc_sll0830-as	NA	NA	NA	-2.4908533879335226	NA	0.03851561305067935	NA	NA
nc_sll0833	NA	NA	NA	-1.9824142893132488	NA	0.5602916101530038	NA	NA
nc_sll0834	NA	NA	NA	0.37247711649365933	NA	0.7708972345456213	NA	NA
nc_sll0842-as	NA	NA	NA	0.12961556114522493	NA	1	NA	NA
nc_sll0842	NA	NA	NA	0.037970699178863664	NA	0.5602916101530038	NA	NA
nc_sll0843-as2	NA	NA	NA	-0.8728163818100241	NA	0.45827043095318637	NA	NA
nc_sll0843-as	NA	NA	NA	-0.15707656741811607	NA	0.49333821959901863	NA	NA
nc_sll0847-as	NA	NA	NA	0.383883712174518	NA	0.2871038646357691	NA	NA
nc_sll0847	NA	NA	NA	0.4635534905627321	NA	0.8542992235356	NA	NA
nc_sll0854-as	NA	NA	NA	-1.1657363554209466	NA	0.5217432202413865	NA	NA
nc_sll0855-as	NA	NA	NA	0.49096822146840546	NA	0.49333821959901863	NA	NA
nc_sll0860-as	NA	NA	NA	0.9530780221391388	NA	0.48928840640055	NA	NA
nc_sll0862	NA	NA	NA	-0.6554695734758762	NA	0.8757201272803087	NA	NA
nc_sll0867	NA	NA	NA	-1.1862475550586995	NA	0.41870951708492	NA	NA
nc_sll0868	NA	NA	NA	-0.020836131903864106	NA	0.9458951075850284	NA	NA
nc_sll0869	NA	NA	NA	0.5175191861344699	NA	0.49333821959901863	NA	NA
nc_sll0873-as	NA	NA	NA	0.1551909543804995	NA	1	NA	NA
nc_sll0873	NA	NA	NA	-0.570733720384942	NA	0.3178048046721386	NA	NA
nc_sll0876	NA	NA	NA	0.07039360463924482	NA	0.5884023737480603	NA	NA
nc_sll0877-as	NA	NA	NA	0.4151245758157291	NA	0.6984100208815922	NA	NA
nc_sll0891-as	NA	NA	NA	0.38876557632208075	NA	0.8308242601077898	NA	NA
nc_sll0895	NA	NA	NA	-0.8374199053789997	NA	0.7708972345456213	NA	NA
nc_sll0898-as	NA	NA	NA	-0.007765591149678068	NA	0.6652586483325006	NA	NA
nc_sll0899-as2	NA	NA	NA	-0.7703075623023281	NA	1	NA	NA
nc_sll0899-as	NA	NA	NA	-0.2122020905907185	NA	0.7258378893738329	NA	NA
nc_sll0905-as	NA	NA	NA	-0.07735706209424233	NA	0.4369213053105286	NA	NA
nc_sll0909-as	NA	NA	NA	0.22170067228415374	NA	0.9647691158263495	NA	NA
nc_sll0920-as2	NA	NA	NA	0.49065310874223284	NA	0.23672765952564015	NA	NA
nc_sll0920-as3	NA	NA	NA	0.4255558579068506	NA	0.594324564040631	NA	NA
nc_sll0920-as	NA	NA	NA	0.618114610905835	NA	0.19918644881115583	NA	NA
nc_sll0921-as	NA	NA	NA	0.4855156098115319	NA	0.5602916101530038	NA	NA
nc_sll0922-as	NA	NA	NA	-0.007920650069466838	NA	0.6652586483325006	NA	NA
nc_sll0923-as2	NA	NA	NA	-0.5018995247962266	NA	0.49333821959901863	NA	NA
nc_sll0923-as3	NA	NA	NA	0.2951485342851274	NA	0.5602916101530038	NA	NA
nc_sll0923	NA	NA	NA	-0.07625172871210135	NA	0.8010213373011333	NA	NA
nc_sll0926-as2	NA	NA	NA	-0.05703382496148483	NA	0.584708522690724	NA	NA
nc_sll0928-as2	NA	NA	NA	0.804447629405788	NA	0.11213672838426873	NA	NA
nc_sll0928-as	NA	NA	NA	0.7288166093608994	NA	0.27496316702089124	NA	NA
nc_sll0928	NA	NA	NA	0.20325838763241116	NA	0.6652586483325006	NA	NA
nc_sll0930-as2	NA	NA	NA	-1.1899971171114587	NA	0.41870951708492	NA	NA
nc_sll0930-as	NA	NA	NA	0.43577289584344386	NA	0.3673182888487224	NA	NA
nc_sll0930	NA	NA	NA	-0.19169804469012539	NA	0.7708972345456213	NA	NA
nc_sll0934	NA	NA	NA	-1.3289283828978902	NA	0.016428079366291867	NA	NA
nc_sll0936-as	NA	NA	NA	0.40377017876523863	NA	0.584708522690724	NA	NA
nc_sll0938	NA	NA	NA	-0.0836106470353621	NA	0.3219508045569536	NA	NA
nc_sll0943	NA	NA	NA	0.6855621622830071	NA	0.8913948614040894	NA	NA
nc_sll0944-as	NA	NA	NA	0.7783190273519978	NA	0.08816848011047329	NA	NA
nc_sll0944	NA	NA	NA	-0.2932885150412453	NA	0.5571722200718051	NA	NA
nc_sll0980-as	NA	NA	NA	-5.658284158065461	NA	0.27496316702089124	NA	NA
nc_sll0980	NA	NA	NA	-1.3372230812875965	NA	0.03268795285868992	NA	NA
nc_sll0981-as	NA	NA	NA	-0.6279159049914795	NA	0.41870951708492	NA	NA
nc_sll0992-as	NA	NA	NA	-0.0017091497625324732	NA	0.6494176158492303	NA	NA
nc_sll0993-as	NA	NA	NA	0.49081432297455957	NA	0.7324131804450047	NA	NA
nc_sll0993	NA	NA	NA	0.27295985678156365	NA	0.9647691158263495	NA	NA
nc_sll0996	NA	NA	NA	0.4587705157911846	NA	0.41870951708492	NA	NA
nc_sll0997	NA	NA	NA	0.37947050254788167	NA	0.2516493303853144	NA	NA
nc_sll1003	NA	NA	NA	0.022256143606140293	NA	0.7324131804450047	NA	NA
nc_sll1006-as2	NA	NA	NA	-0.7297529327899868	NA	0.8313727550868939	NA	NA
nc_sll1006-as	NA	NA	NA	0.36220874522070684	NA	0.7324131804450047	NA	NA
nc_sll1009	NA	NA	NA	0.7682607839965325	NA	0.27496316702089124	NA	NA
nc_sll1017	NA	NA	NA	0.3545639786129282	NA	0.7708972345456213	NA	NA
nc_sll1018	NA	NA	NA	-3.640399585416635	NA	0.015082462181647676	NA	NA
nc_sll1020	NA	NA	NA	0.31087901880453733	NA	0.6652586483325006	NA	NA
nc_sll1023-as	NA	NA	NA	0.13914442760816054	NA	1	NA	NA
nc_sll1025-as	NA	NA	NA	0.3879547484450241	NA	0.3673182888487224	NA	NA
nc_sll1025	NA	NA	NA	0.2599965245390672	NA	0.7324131804450047	NA	NA
nc_sll1027-as	NA	NA	NA	0.2017469292760347	NA	0.8313727550868939	NA	NA
nc_sll1028-as	NA	NA	NA	-0.534247857524448	NA	0.11635175242516728	NA	NA
nc_sll1032	NA	NA	NA	0.23096881323901158	NA	0.8180430461240636	NA	NA
nc_sll1033-as	NA	NA	NA	-0.8372240674842624	NA	0.19918644881115583	NA	NA
nc_sll1033	NA	NA	NA	-0.138429498199559	NA	0.3219508045569536	NA	NA
nc_sll1035-as	NA	NA	NA	-1.9297009009508777	NA	0.9429872524997184	NA	NA
nc_sll1036	NA	NA	NA	1.3951439055701933	NA	0.08169384387075593	NA	NA
nc_sll1037-as	NA	NA	NA	0.6427908919605034	NA	0.11522113691977803	NA	NA
nc_sll1040	NA	NA	NA	0.16405200077175272	NA	0.9190642338250596	NA	NA
nc_sll1041-as	NA	NA	NA	0.2591371787537147	NA	0.8927347877322642	NA	NA
nc_sll1049-as	NA	NA	NA	0.192746097474023	NA	0.8927347877322642	NA	NA
nc_sll1060-as	NA	NA	NA	0.2586429073504541	NA	0.7324131804450047	NA	NA
nc_sll1064-as	NA	NA	NA	0.2509028210028886	NA	0.8169753166567393	NA	NA
nc_sll1069	NA	NA	NA	-3.3852835136047577	NA	0.08816848011047329	NA	NA
nc_sll1070-as2	NA	NA	NA	-1.3062143276727414	NA	0.1653205306953264	NA	NA
nc_sll1070-as3	NA	NA	NA	0.5748759828303801	NA	0.2657783821366908	NA	NA
nc_sll1070-as	NA	NA	NA	0.5014961488361823	NA	0.34672092298393176	NA	NA
nc_sll1070	NA	NA	NA	-0.5483323957424564	NA	0.8313727550868939	NA	NA
nc_sll1084-as	NA	NA	NA	-2.0373906015688976	NA	0.8624632381404762	NA	NA
nc_sll1098	NA	NA	NA	-2.0819351271239235	NA	0.009809899642329289	NA	NA
nc_sll1103	NA	NA	NA	0.17828252094383332	NA	0.9647691158263495	NA	NA
nc_sll1104-as	NA	NA	NA	0.17205947204128122	NA	0.8542992235356	NA	NA
nc_sll1110-as	NA	NA	NA	-2.212036079128613	NA	0.8757201272803087	NA	NA
nc_sll1112-as	NA	NA	NA	-2.0948324872601045	NA	0.45827043095318637	NA	NA
nc_sll1119-as	NA	NA	NA	-0.23714082728741084	NA	0.3811252389316491	NA	NA
nc_sll1121-as2	NA	NA	NA	-0.6290487267676049	NA	0.7324131804450047	NA	NA
nc_sll1121-as3	NA	NA	NA	-2.2917503262603636	NA	0.21242716088599387	NA	NA
nc_sll1121-as	NA	NA	NA	0.35740848015956367	NA	0.3811252389316491	NA	NA
nc_sll1121	NA	NA	NA	-0.22609698980358878	NA	0.4369213053105286	NA	NA
nc_sll1123-as	NA	NA	NA	0.1467234544065757	NA	0.9647691158263495	NA	NA
nc_sll1124-as2	NA	NA	NA	0.3006232161184628	NA	0.7324131804450047	NA	NA
nc_sll1124-as	NA	NA	NA	-0.596849502221766	NA	0.3178048046721386	NA	NA
nc_sll1127-as2	NA	NA	NA	-0.1603401201317236	NA	0.48928840640055	NA	NA
nc_sll1127-as	NA	NA	NA	0.11371259681410031	NA	0.8927347877322642	NA	NA
nc_sll1130-as	NA	NA	NA	0.006252492140577179	NA	0.5047107698464934	NA	NA
nc_sll1131-as	NA	NA	NA	-0.23691675470250934	NA	0.7324131804450047	NA	NA
nc_sll1150	NA	NA	NA	0.1523228604071049	NA	0.8757201272803087	NA	NA
nc_sll1161-as	NA	NA	NA	-0.21052519211928342	NA	0.7708972345456213	NA	NA
nc_sll1169	NA	NA	NA	0.4202374212226746	NA	0.9190642338250596	NA	NA
nc_sll1170	NA	NA	NA	-0.13569465818222262	NA	0.3811252389316491	NA	NA
nc_sll1178-as	NA	NA	NA	0.24544801323062582	NA	0.9647691158263495	NA	NA
nc_sll1178	NA	NA	NA	-0.1096501060701344	NA	0.49333821959901863	NA	NA
nc_sll1180	NA	NA	NA	0.5463343113265424	NA	0.04666472418167796	NA	NA
nc_sll1181-as	NA	NA	NA	0.0632210576775218	NA	0.9458951075850284	NA	NA
nc_sll1182-as	NA	NA	NA	-0.9191395265891971	NA	0.5602916101530038	NA	NA
nc_sll1184-as	NA	NA	NA	-1.1470195567954222	NA	0.41870951708492	NA	NA
nc_sll1184	NA	NA	NA	-4.678171227461265	NA	0.08816848011047329	NA	NA
nc_sll1189	NA	NA	NA	-0.3542533498128456	NA	0.8624632381404762	NA	NA
nc_sll1191-as	NA	NA	NA	-0.02828214732532732	NA	0.3178048046721386	NA	NA
nc_sll1191	NA	NA	NA	-2.407659102571715	NA	0.08816848011047329	NA	NA
nc_sll1193-as2	NA	NA	NA	-2.074843969749574	NA	0.6652586483325006	NA	NA
nc_sll1193-as	NA	NA	NA	0.27112388733511716	NA	0.6652586483325006	NA	NA
nc_sll1194	NA	NA	NA	0.5983275200861129	NA	0.5047107698464934	NA	NA
nc_sll1206-as2	NA	NA	NA	-0.3308553850181048	NA	1	NA	NA
nc_sll1206-as	NA	NA	NA	0.2032081838058056	NA	0.8927347877322642	NA	NA
nc_sll1206	NA	NA	NA	0.16128504389496773	NA	1	NA	NA
nc_sll1223-as	NA	NA	NA	0.32560688638341384	NA	0.9647691158263495	NA	NA
nc_sll1224	NA	NA	NA	-0.5826362119242804	NA	0.41870951708492	NA	NA
nc_sll1228-as2	NA	NA	NA	-0.43347936477939175	NA	0.45352377927595783	NA	NA
nc_sll1228-as	NA	NA	NA	0.30184792452328896	NA	0.8927347877322642	NA	NA
nc_sll1228	NA	NA	NA	-1.9347384774816792	NA	0.11635175242516728	NA	NA
nc_sll1229	NA	NA	NA	-0.9110885656403317	NA	0.3811252389316491	NA	NA
nc_sll1234-as2	NA	NA	NA	-0.9893263923569794	NA	0.9647691158263495	NA	NA
nc_sll1234-as	NA	NA	NA	-2.829241557601514	NA	0.27496316702089124	NA	NA
nc_sll1247-as	NA	NA	NA	-0.2037845908895758	NA	1	NA	NA
nc_sll1253-as	NA	NA	NA	-1.4952324119445106	NA	0.594324564040631	NA	NA
nc_sll1253	NA	NA	NA	0.3971958347342597	NA	0.6652586483325006	NA	NA
nc_sll1263-as	NA	NA	NA	0.4796257202257466	NA	0.3219508045569536	NA	NA
nc_sll1265-as2	NA	NA	NA	-0.24228186039874863	NA	0.16704207473650773	NA	NA
nc_sll1265-as	NA	NA	NA	0.024997503072771245	NA	0.6494176158492303	NA	NA
nc_sll1265	NA	NA	NA	0.3102762524904093	NA	0.5602916101530038	NA	NA
nc_sll1268	NA	NA	NA	-0.20060449418163298	NA	0.3219508045569536	NA	NA
nc_sll1270-as	NA	NA	NA	0.42805192169374173	NA	0.9647691158263495	NA	NA
nc_sll1276-as	NA	NA	NA	0.5686448244827438	NA	0.28397608833732335	NA	NA
nc_sll1277-as	NA	NA	NA	0.005776691704198155	NA	0.6326011029152486	NA	NA
nc_sll1283-as	NA	NA	NA	-0.004194548203461493	NA	0.6652586483325006	NA	NA
nc_sll1283	NA	NA	NA	-1.7296778510696293	NA	0.012227041170706682	NA	NA
nc_sll1289-as2	NA	NA	NA	-0.6174038796221002	NA	0.45352377927595783	NA	NA
nc_sll1289-as	NA	NA	NA	0.8368015225930647	NA	0.7708972345456213	NA	NA
nc_sll1290	NA	NA	NA	-1.1605153761475187	NA	0.34672092298393176	NA	NA
nc_sll1296-as	NA	NA	NA	0.879833911222099	NA	0.2208678379339146	NA	NA
nc_sll1296	NA	NA	NA	0.08709987582173848	NA	0.8757201272803087	NA	NA
nc_sll1306-as	NA	NA	NA	0.008205361532605263	NA	0.9429872524997184	NA	NA
nc_sll1315-as	NA	NA	NA	0.08080303183052102	NA	0.9647691158263495	NA	NA
nc_sll1315	NA	NA	NA	-0.2367550069566459	NA	0.5047107698464934	NA	NA
nc_sll1321-as	NA	NA	NA	0.6299395504632996	NA	0.19000563603671725	NA	NA
nc_sll1326-as	NA	NA	NA	-0.6660756840043892	NA	0.7324131804450047	NA	NA
nc_sll1329	NA	NA	NA	0.6925246206521936	NA	0.45352377927595783	NA	NA
nc_sll1334-as2	NA	NA	NA	0.18827769570317826	NA	0.9429872524997184	NA	NA
nc_sll1334-as	NA	NA	NA	-0.23690689285623365	NA	0.1945736474385929	NA	NA
nc_sll1334	NA	NA	NA	0.42404454843897116	NA	0.584708522690724	NA	NA
nc_sll1336	NA	NA	NA	0.40959861583075374	NA	0.6984100208815922	NA	NA
nc_sll1338-as	NA	NA	NA	0.6000521430111312	NA	0.13092199202511332	NA	NA
nc_sll1341-as	NA	NA	NA	0.09514159129812765	NA	0.6652586483325006	NA	NA
nc_sll1344-as	NA	NA	NA	0.3480502933984701	NA	0.7258378893738329	NA	NA
nc_sll1350-as	NA	NA	NA	0.5236285371857191	NA	0.8313727550868939	NA	NA
nc_sll1352	NA	NA	NA	-0.8601445205678322	NA	0.19918644881115583	NA	NA
nc_sll1353-as	NA	NA	NA	-0.9448594621683813	NA	0.7708972345456213	NA	NA
nc_sll1354-as	NA	NA	NA	0.1063506398298672	NA	0.77928324319710085	NA	NA
nc_sll1360-as2	NA	NA	NA	0.05672200149983203	NA	0.5602916101530038	NA	NA
nc_sll1360-as	NA	NA	NA	-0.04073534085732943	NA	0.5217432202413865	NA	NA
nc_sll1360	NA	NA	NA	0.250985365536617	NA	0.6326011029152486	NA	NA
nc_sll1362	NA	NA	NA	-1.8608497956449237	NA	0.009809899642329289	NA	NA
nc_sll1363-as	NA	NA	NA	-0.2731121175413155	NA	0.8313727550868939	NA	NA
nc_sll1369-as	NA	NA	NA	0.054055748027801845	NA	0.6494176158492303	NA	NA
nc_sll1370-as	NA	NA	NA	0.08741210807206018	NA	0.7324131804450047	NA	NA
nc_sll1371	NA	NA	NA	-1.9115861477691607	NA	0.8169753166567393	NA	NA
nc_sll1372-as	NA	NA	NA	0.4413803570731438	NA	0.28397608833732335	NA	NA
nc_sll1372	NA	NA	NA	-3.1163783671346206	NA	0.02303330397334184	NA	NA
nc_sll1374-as	NA	NA	NA	0.034183220710872146	NA	0.7324131804450047	NA	NA
nc_sll1374	NA	NA	NA	1.5236710269202305	NA	0.9647691158263495	NA	NA
nc_sll1376-as	NA	NA	NA	-0.9929586629958165	NA	0.41870951708492	NA	NA
nc_sll1383	NA	NA	NA	-1.5268551823727288	NA	0.8757201272803087	NA	NA
nc_sll1388	NA	NA	NA	-1.1293605164939482	NA	0.5571722200718051	NA	NA
nc_sll1389-as	NA	NA	NA	0.3513921115693125	NA	0.7258378893738329	NA	NA
nc_sll1406	NA	NA	NA	-4.754452699068065	NA	0.34672092298393176	NA	NA
nc_sll1415	NA	NA	NA	0.2808251800560241	NA	0.5459831322423512	NA	NA
nc_sll1418-as	NA	NA	NA	-0.05238196427736362	NA	0.584708522690724	NA	NA
nc_sll1423	NA	NA	NA	-2.634762781379282	NA	0.00872410061899529	NA	NA
nc_sll1424-as2	NA	NA	NA	-0.37202091988984753	NA	0.41870951708492	NA	NA
nc_sll1426	NA	NA	NA	0.10614513226172408	NA	0.7324131804450047	NA	NA
nc_sll1432-as	NA	NA	NA	-0.4576355916913056	NA	0.9647691158263495	NA	NA
nc_sll1434-as	NA	NA	NA	0.221812614071729	NA	0.8180430461240636	NA	NA
nc_sll1441	NA	NA	NA	-0.9328746375246265	NA	0.14692368791880397	NA	NA
nc_sll1459-as	NA	NA	NA	0.13315697301323276	NA	1	NA	NA
nc_sll1464-as	NA	NA	NA	-0.6789049294932886	NA	1	NA	NA
nc_sll1470-as	NA	NA	NA	0.14349590692814906	NA	0.9190642338250596	NA	NA
nc_sll1473	NA	NA	NA	-0.08150884585009568	NA	0.584708522690724	NA	NA
nc_sll1476-as	NA	NA	NA	-1.333818844011853	NA	0.09748251566303912	NA	NA
nc_sll1479-as	NA	NA	NA	0.2627388320936671	NA	0.7777154175117044	NA	NA
nc_sll1482-as	NA	NA	NA	-0.7100270561545972	NA	0.9647691158263495	NA	NA
nc_sll1496-as2	NA	NA	NA	0.6031346892268994	NA	0.2198972400548838	NA	NA
nc_sll1496-as	NA	NA	NA	0.78372112621439	NA	0.41870951708492	NA	NA
nc_sll1498-as2	NA	NA	NA	-0.27029575434592157	NA	0.19000563603671725	NA	NA
nc_sll1498-as3	NA	NA	NA	-0.8351915290708766	NA	0.08816848011047329	NA	NA
nc_sll1498-as	NA	NA	NA	-0.05950089624335712	NA	0.9647691158263495	NA	NA
nc_sll1499-as	NA	NA	NA	0.23101913577340855	NA	0.8180430461240636	NA	NA
nc_sll1500-as	NA	NA	NA	0.2678628882558413	NA	0.9429872524997184	NA	NA
nc_sll1501	NA	NA	NA	-0.008942332751946603	NA	0.9647691158263495	NA	NA
nc_sll1502	NA	NA	NA	-0.31161592074407607	NA	0.09748251566303912	NA	NA
nc_sll1503-as2	NA	NA	NA	-1.776838132239305	NA	0.34022177127353104	NA	NA
nc_sll1515-as2	NA	NA	NA	0.07086896670182251	NA	0.7324131804450047	NA	NA
nc_sll1516-as	NA	NA	NA	0.20003221465713486	NA	0.9190642338250596	NA	NA
nc_sll1516	NA	NA	NA	0.08664821453622865	NA	0.9190642338250596	NA	NA
nc_sll1521-as	NA	NA	NA	0.3852409598180508	NA	0.3219508045569536	NA	NA
nc_sll1524-as	NA	NA	NA	-1.052631950773587	NA	0.41870951708492	NA	NA
nc_sll1525-as	NA	NA	NA	0.37324749603711305	NA	0.77928324319710085	NA	NA
nc_sll1527-as	NA	NA	NA	-0.2733920214713255	NA	0.8308242601077898	NA	NA
nc_sll1527	NA	NA	NA	0.03900329545942614	NA	0.8927347877322642	NA	NA
nc_sll1528-as2	NA	NA	NA	0.003117879602604373	NA	0.8757201272803087	NA	NA
nc_sll1528-as	NA	NA	NA	0.2936712666782635	NA	0.7708972345456213	NA	NA
nc_sll1528	NA	NA	NA	-1.7569837577512415	NA	0.3673182888487224	NA	NA
nc_sll1531-as	NA	NA	NA	0.36125788685533355	NA	0.584708522690724	NA	NA
nc_sll1533	NA	NA	NA	-2.156429198084921	NA	0.016428079366291867	NA	NA
nc_sll1534-as	NA	NA	NA	-0.6712042668136939	NA	1	NA	NA
nc_sll1534	NA	NA	NA	-0.9617258761871228	NA	0.11706668535419523	NA	NA
nc_sll1540-as	NA	NA	NA	-0.3196078865900719	NA	0.4369213053105286	NA	NA
nc_sll1542	NA	NA	NA	0.016314470110913845	NA	0.6652586483325006	NA	NA
nc_sll1543-as	NA	NA	NA	0.14501318319165615	NA	0.9190642338250596	NA	NA
nc_sll1546-as	NA	NA	NA	-0.562958097200642	NA	0.8624632381404762	NA	NA
nc_sll1547	NA	NA	NA	-0.1924790409512357	NA	0.49333821959901863	NA	NA
nc_sll1556-as	NA	NA	NA	-1.1500960202507646	NA	0.21242716088599387	NA	NA
nc_sll1558	NA	NA	NA	-4.341674808226314	NA	0.27496316702089124	NA	NA
nc_sll1561	NA	NA	NA	0.24319914759182723	NA	0.8313727550868939	NA	NA
nc_sll1568	NA	NA	NA	-0.2372466386734367	NA	0.16298006374541968	NA	NA
nc_sll1570-as	NA	NA	NA	0.35689865865503545	NA	0.41870951708492	NA	NA
nc_sll1571-as2	NA	NA	NA	-0.3604606888730621	NA	0.49333821959901863	NA	NA
nc_sll1571-as3	NA	NA	NA	0.09536101685786506	NA	0.9458951075850284	NA	NA
nc_sll1571-as	NA	NA	NA	0.3532412606826429	NA	0.584708522690724	NA	NA
nc_sll1572-as2	NA	NA	NA	0.22509826033229835	NA	0.8180430461240636	NA	NA
nc_sll1572-as3	NA	NA	NA	0.5284432596802889	NA	0.7324131804450047	NA	NA
nc_sll1572-as	NA	NA	NA	0.23998721528867298	NA	0.7324131804450047	NA	NA
nc_sll1575-as	NA	NA	NA	-0.053710861562862824	NA	1	NA	NA
nc_sll1578	NA	NA	NA	1.608945189849828	NA	0.011007797784977914	NA	NA
nc_sll1580	NA	NA	NA	0.6762399232240124	NA	0.11213672838426873	NA	NA
nc_sll1583	NA	NA	NA	0.24029225559655945	NA	0.6984100208815922	NA	NA
nc_sll1584-as	NA	NA	NA	0.5521821011162824	NA	0.41870951708492	NA	NA
nc_sll1586-as2	NA	NA	NA	0.5350623100025382	NA	0.8757201272803087	NA	NA
nc_sll1586-as	NA	NA	NA	0.27714079637861555	NA	0.594324564040631	NA	NA
nc_sll1586	NA	NA	NA	-0.30679652534412377	NA	0.34672092298393176	NA	NA
nc_sll1594-as	NA	NA	NA	0.16566376980461592	NA	0.9190642338250596	NA	NA
nc_sll1598-as	NA	NA	NA	-0.010722114468082404	NA	0.6652586483325006	NA	NA
nc_sll1605	NA	NA	NA	-1.561887224718145	NA	0.9190642338250596	NA	NA
nc_sll1606-as	NA	NA	NA	0.3678057043730402	NA	0.5884023737480603	NA	NA
nc_sll1606	NA	NA	NA	-1.4936475566734082	NA	0.48928840640055	NA	NA
nc_sll1608-as	NA	NA	NA	0.48429839977429906	NA	0.5884023737480603	NA	NA
nc_sll1608	NA	NA	NA	0.4254156954757195	NA	0.584708522690724	NA	NA
nc_sll1609-as	NA	NA	NA	-0.0933314963302522	NA	0.584708522690724	NA	NA
nc_sll1612-as	NA	NA	NA	-1.319904020841609	NA	0.34022177127353104	NA	NA
nc_sll1623	NA	NA	NA	-1.3950939252352121	NA	0.34022177127353104	NA	NA
nc_sll1626	NA	NA	NA	-0.11900569549282207	NA	0.49333821959901863	NA	NA
nc_sll1631-as	NA	NA	NA	0.28718243183619624	NA	0.3811252389316491	NA	NA
nc_sll1635-as	NA	NA	NA	-1.138598701634118	NA	0.19918644881115583	NA	NA
nc_sll1636	NA	NA	NA	-0.9802949233421671	NA	0.7324131804450047	NA	NA
nc_sll1638-as	NA	NA	NA	-1.0981740614257356	NA	0.41870951708492	NA	NA
nc_sll1653	NA	NA	NA	0.53886960773275006	NA	0.0818208124261591	NA	NA
nc_sll1656-as	NA	NA	NA	0.21463001275631502	NA	0.9190642338250596	NA	NA
nc_sll1658-as	NA	NA	NA	-2.093830549716467	NA	0.13273659218085376	NA	NA
nc_sll1660	NA	NA	NA	-0.5905754852553164	NA	0.14692368791880397	NA	NA
nc_sll1664-as	NA	NA	NA	-1.6102181220883367	NA	0.6984100208815922	NA	NA
nc_sll1665-as	NA	NA	NA	-0.6678231538887632	NA	0.9647691158263495	NA	NA
nc_sll1667-as	NA	NA	NA	0.3363340323971761	NA	0.5602916101530038	NA	NA
nc_sll1669-as	NA	NA	NA	-1.9947007974812392	NA	0.13273659218085376	NA	NA
nc_sll1676	NA	NA	NA	0.5110000440224547	NA	0.19000563603671725	NA	NA
nc_sll1677-as	NA	NA	NA	-2.865968529894947	NA	0.1653205306953264	NA	NA
nc_sll1677	NA	NA	NA	-0.5790069092549955	NA	0.41870951708492	NA	NA
nc_sll1679-as	NA	NA	NA	-0.8422888861622999	NA	0.594324564040631	NA	NA
nc_sll1681-as	NA	NA	NA	0.2830777422968519	NA	0.8313727550868939	NA	NA
nc_sll1685-as	NA	NA	NA	0.5381928528040094	NA	0.49333821959901863	NA	NA
